track_name,track_artist,track_popularity,track_album_name,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,release_year,duration_sec
Goodie Bag,Still Woozy,45,Goodie Bag,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.701,0.529,7,-12.242,0,0.147,0.82,0.00113,0.249,0.577,138.216,2017,146.39
FIGURES,Jessie Reyez,71,Kiddo,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.6,0.139,7,-8.975,1,0.0464,0.811,9.5e-06,0.0918,0.256,171.041,2017,240.91
Broken (feat. Jessie Reyez),THEY.,59,Broken (feat. Jessie Reyez),Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.637,0.615,9,-5.395,1,0.167,0.685,8.51e-06,0.462,0.517,132.312,2018,135.48
Morning Sun,Robin Thicke,52,Morning Sun,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.551,0.954,1,-5.516,0,0.0419,0.113,0.0012,0.191,0.964,171.975,2015,210.03
Pony - Recorded at Spotify Studios NYC,Leon Bridges,56,Spotify Singles,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.7,0.447,8,-11.083,0,0.0354,0.532,0.000192,0.0878,0.829,144.726,2018,256.89
Darkness and Light,John Legend,52,DARKNESS AND LIGHT,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.593,0.783,0,-3.717,0,0.183,0.16,7.91e-05,0.0765,0.6,121.778,2016,230.8
Still In Love,Thirdstory,48,Cold Heart,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.523,0.691,8,-5.294,1,0.0675,0.0427,0.0,0.201,0.462,77.011,2018,206.44
You Don't Have To Worry,Doris,36,You Don't Have To Worry,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.457,0.549,1,-5.354,0,0.03,0.157,0.0546,0.398,0.444,76.011,2015,162.18
Put a Smile on Your Face,Durand Jones & The Indications,39,You and Me b/w Put a Smile on Your Face,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.627,0.498,0,-8.174,1,0.0298,0.548,0.000734,0.1,0.641,107.251,2018,215.32
My Favorite Part,Mac Miller,74,The Divine Feminine,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.861,0.33,6,-7.194,1,0.0526,0.627,1.93e-06,0.14,0.718,95.016,2016,216.0
Juno,Choker,62,Honeybloom,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.442,0.267,7,-12.857,1,0.0365,0.921,0.00026,0.148,0.116,120.075,2018,231.68
Skin,Dijon,67,Skin,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.674,0.616,7,-3.471,1,0.0272,0.512,2.1e-06,0.331,0.551,94.934,2018,230.62
No Less,G-Eazy,57,The Beautiful & Damned,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.632,0.49,11,-7.386,0,0.286,0.566,0.0,0.0985,0.178,93.979,2017,250.64
Too Fast,Sonder,63,Too Fast,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.395,0.33,4,-10.924,0,0.0408,0.316,1.89e-05,0.268,0.102,98.813,2016,308.01
Make It Better (feat. Smokey Robinson),Anderson .Paak,14,Make It Better (feat. Smokey Robinson),Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.676,0.56,4,-6.024,0,0.0643,0.0112,0.00403,0.137,0.551,178.555,2019,219.33
Don't Dream It's Over - Recorded at Sound Stage Studios Nashville,Lauren Daigle,59,Spotify Singles,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.765,0.495,8,-6.267,1,0.0421,0.711,0.00555,0.106,0.562,76.013,2019,273.51
How Deep Is Your Love,Stan Taylor,38,How Deep Is Your Love,Soul Coffee (The Best Neo-Soul Mixtape ever),r&b,neo soul,0.456,0.228,11,-14.665,1,0.0495,0.847,1.58e-06,0.346,0.346,84.312,2019,264.0
Gods - Izze the Producer Remix,Maxwell,14,Gods (Remixes),Neo-Soul Essentials,r&b,neo soul,0.448,0.511,7,-7.106,0,0.274,0.505,1.51e-06,0.119,0.393,90.008,2017,219.97
Sharpness,Jamie Woon,0,Sharpness,Neo-Soul Essentials,r&b,neo soul,0.855,0.583,6,-8.178,0,0.0652,0.278,0.174,0.0991,0.647,98.002,2015,207.42
Here,Alessia Cara,1,Here,Neo-Soul Essentials,r&b,neo soul,0.375,0.818,0,-4.031,1,0.141,0.084,0.0,0.0569,0.333,112.887,2015,200.23
Head High,Urias,20,Head High,Neo-Soul Essentials,r&b,neo soul,0.494,0.638,8,-6.27,1,0.0705,0.494,0.0,0.63,0.442,122.415,2017,218.62
Forever Mine,Andra Day,21,Forever Mine,Neo-Soul Essentials,r&b,neo soul,0.564,0.807,5,-4.561,1,0.028,0.0285,0.00111,0.192,0.49,67.003,2015,199.08
Tell Your Friends,The Weeknd,3,Beauty Behind The Madness,Neo-Soul Essentials,r&b,neo soul,0.584,0.455,1,-11.066,0,0.0488,0.246,0.0,0.181,0.308,74.634,2015,334.33
Foreign Fields,Kacy Hill,0,Foreign Fields,Neo-Soul Essentials,r&b,neo soul,0.386,0.38,6,-11.475,1,0.0999,0.00977,0.283,0.566,0.123,113.466,2015,221.95
Bad Blood,Nao,49,Bad Blood,Neo-Soul Essentials,r&b,neo soul,0.546,0.421,5,-5.669,0,0.087,0.659,3.1e-06,0.065,0.443,115.65,2015,241.63
Hallucinations,dvsn,1,Hallucinations,Neo-Soul Essentials,r&b,neo soul,0.765,0.396,7,-8.991,0,0.0372,0.0662,7.38e-06,0.141,0.35,95.971,2015,246.29
Superman,Louis Mattrs,2,Superman,Neo-Soul Essentials,r&b,neo soul,0.691,0.525,5,-7.363,1,0.0476,0.378,4.78e-06,0.0809,0.604,89.939,2015,198.64
Sharpness,Jamie Woon,52,Making Time,Neo-Soul Essentials,r&b,neo soul,0.849,0.583,6,-7.865,0,0.0565,0.259,0.167,0.102,0.666,98.011,2015,207.13
If You Let Me,Sinead Harnett,62,If You Let Me,Neo-Soul Essentials,r&b,neo soul,0.407,0.403,5,-8.396,0,0.113,0.158,5.98e-06,0.553,0.329,90.907,2016,232.88
Sideline (feat. Jazmine Sullivan),Niia,37,I,Neo-Soul Essentials,r&b,neo soul,0.688,0.618,7,-5.245,1,0.0462,0.452,0.000371,0.211,0.187,120.011,2017,277.48
Before Dark,Such,26,Before Dark,Neo-Soul Essentials,r&b,neo soul,0.5,0.375,10,-11.341,0,0.126,0.843,0.000261,0.0977,0.291,75.383,2019,252.86
Just Give Me Your Time,Sharon Jones & The Dap-Kings,9,Soul of a Woman,Sexy Soul 2020,r&b,neo soul,0.331,0.344,7,-10.959,0,0.053,0.207,6.77e-05,0.135,0.132,64.211,2017,149.48
Redbone,Childish Gambino,18,"""Awaken, My Love!""",Sexy Soul 2020,r&b,neo soul,0.745,0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033,2016,326.93
Drinking Alone,Carrie Underwood,61,Cry Pretty,Sexy Soul 2020,r&b,neo soul,0.691,0.732,5,-3.715,0,0.0294,0.0326,0.0,0.0608,0.477,97.949,2018,258.29
Move You,Kelly Clarkson,47,Meaning Of Life,Sexy Soul 2020,r&b,neo soul,0.634,0.492,7,-7.25,1,0.0424,0.0169,3.53e-06,0.351,0.101,137.981,2017,202.36
One More Night,Michael Kiwanuka,61,Love & Hate,Sexy Soul 2020,r&b,neo soul,0.684,0.764,6,-5.342,0,0.0254,0.0129,0.000171,0.141,0.944,107.806,2016,233.41
All Around You,Sturgill Simpson,50,A Sailor's Guide to Earth,Sexy Soul 2020,r&b,neo soul,0.312,0.562,9,-6.495,1,0.0298,0.123,0.173,0.136,0.514,185.725,2016,215.69
Don't Know How To Love You,Haley Reinhart,28,Don't Know How To Love You,Sexy Soul 2020,r&b,neo soul,0.659,0.481,2,-5.29,1,0.0365,0.714,4.62e-05,0.0909,0.346,75.945,2018,253.42
Tell Her You Belong To Me,Beth Hart,42,Better Than Home (Deluxe Edition),Sexy Soul 2020,r&b,neo soul,0.392,0.318,7,-8.635,1,0.0328,0.235,1.46e-06,0.128,0.152,145.37,2015,356.36
Tennessee Whiskey,Chris Stapleton,77,Traveller,Sexy Soul 2020,r&b,neo soul,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,2015,293.29
Change My Mind,Lucie Silvas,21,E.G.O.,Sexy Soul 2020,r&b,neo soul,0.317,0.41,0,-9.815,1,0.0367,0.159,0.000227,0.108,0.148,137.088,2018,251.13
Pull Away,Leon Bridges,46,Coming Home,Sexy Soul 2020,r&b,neo soul,0.639,0.468,5,-8.329,1,0.0231,0.451,0.0102,0.12,0.42,97.53,2015,180.05
Devil in Me,Anderson East,45,Delilah,Sexy Soul 2020,r&b,neo soul,0.51,0.688,7,-5.952,1,0.0322,0.205,0.0,0.16,0.44,129.795,2015,221.28
Burden,Foy Vance,35,The Wild Swan,Sexy Soul 2020,r&b,neo soul,0.55,0.305,2,-12.922,1,0.037,0.681,0.00302,0.0954,0.205,139.933,2016,212.47
Lightly,Amos Lee,36,Spirit,Sexy Soul 2020,r&b,neo soul,0.608,0.767,8,-4.988,1,0.0451,0.32,2.1e-06,0.178,0.61,85.982,2016,180.67
Cold Little Heart - Radio Edit,Michael Kiwanuka,71,Cold Little Heart (Radio Edit),Sexy Soul 2020,r&b,neo soul,0.629,0.58,7,-6.208,0,0.0278,0.357,0.000353,0.436,0.655,110.264,2017,210.3
Don't,Zoë Kravitz,48,Big Little Lies (Music From The HBO Limited Series),Sexy Soul 2020,r&b,neo soul,0.3,0.256,9,-10.452,1,0.0398,0.906,0.0177,0.0796,0.179,78.244,2017,168.45
Coming Home,Leon Bridges,67,Coming Home,Sexy Soul 2020,r&b,neo soul,0.427,0.465,6,-6.595,1,0.0291,0.461,5.52e-05,0.154,0.458,112.137,2015,206.39
Tattooed Heart,Ronnie Dunn,35,Tattooed Heart,Sexy Soul 2020,r&b,neo soul,0.373,0.587,7,-6.996,0,0.0348,0.179,0.0,0.109,0.541,107.918,2016,201.2
Changes,Charles Bradley,39,Changes,Sexy Soul 2020,r&b,neo soul,0.41,0.449,0,-8.14,1,0.0346,0.00584,0.00133,0.067,0.307,148.119,2016,343.0
No Love Like Yours,Edward Sharpe & The Magnetic Zeros,43,PersonA,Sexy Soul 2020,r&b,neo soul,0.422,0.828,6,-6.476,0,0.0473,0.294,0.00137,0.127,0.385,110.447,2016,177.69
The Sapling,David Gray,45,Gold in a Brass Age,Sexy Soul 2020,r&b,neo soul,0.611,0.415,5,-11.024,1,0.0335,0.742,0.0609,0.363,0.542,171.882,2019,206.33
Dream in Colour,Various Artists,5,Bands Under the Radar: Best of 2015,Sexy Soul 2020,r&b,neo soul,0.389,0.456,2,-8.54,0,0.029,0.216,2.67e-05,0.112,0.275,169.822,2015,209.45
Hillside House,Wilder Woods,37,Wilder Woods,Sexy Soul 2020,r&b,neo soul,0.558,0.419,7,-9.974,1,0.0429,0.785,3.99e-06,0.0894,0.31,80.068,2019,228.73
I Think of You,Sandra Lynn,42,I Think of You,Sexy Soul 2020,r&b,neo soul,0.505,0.598,6,-6.654,1,0.0302,0.297,1.66e-05,0.082,0.226,76.001,2019,188.59
Fire Away,Chris Stapleton,66,Traveller,Sexy Soul 2020,r&b,neo soul,0.559,0.301,9,-9.066,1,0.0297,0.055,0.00979,0.101,0.177,116.123,2015,244.33
Once,Maren Morris,0,HERO,Sexy Soul 2020,r&b,neo soul,0.465,0.551,6,-6.254,1,0.0381,0.0187,0.0,0.109,0.186,118.369,2016,233.35
The Way She Loves Him (Live from Cinemusic),Shannon LaBrie,35,The Way She Loves Him (Live from Cinemusic),Sexy Soul 2020,r&b,neo soul,0.456,0.217,11,-13.567,1,0.0294,0.661,0.0,0.111,0.0765,94.323,2019,269.37
Let My Love,Tanya Montana Coe,0,Silver Bullet,Sexy Soul 2020,r&b,neo soul,0.659,0.498,2,-5.712,1,0.0254,0.688,0.221,0.136,0.324,119.994,2015,186.11
If You Keep Leaving Me,Anderson East,26,Alive In Tennessee,Sexy Soul 2020,r&b,neo soul,0.305,0.506,11,-5.858,1,0.0372,0.278,6.33e-05,0.899,0.22,138.489,2019,285.44
Pull You Through,Maggie Rose,35,Change the Whole Thing,Sexy Soul 2020,r&b,neo soul,0.583,0.317,0,-10.231,1,0.0372,0.475,0.000773,0.109,0.358,111.514,2018,207.3
I Want Love,Chris Stapleton,51,Restoration: The Songs Of Elton John And Bernie Taupin,Sexy Soul 2020,r&b,neo soul,0.414,0.494,10,-6.18,1,0.0275,0.0547,0.000345,0.0941,0.275,139.096,2018,272.8
Everything Looks Beautiful,Lucie Silvas,23,E.G.O.,Sexy Soul 2020,r&b,neo soul,0.393,0.44,6,-6.225,1,0.0489,0.0778,2.25e-06,0.0817,0.311,140.188,2018,299.07
The Way I Do,Bishop Briggs,60,Bishop Briggs,Sexy Soul 2020,r&b,neo soul,0.331,0.607,0,-4.786,1,0.0676,0.0812,1.59e-05,0.23,0.118,158.737,2017,243.21
Pray,JRY,59,Fifty Shades Darker (Original Motion Picture Soundtrack),Sexy Soul 2020,r&b,neo soul,0.551,0.623,6,-6.994,1,0.0474,0.0875,0.0,0.0917,0.48,82.921,2017,200.81
Fall In Line (feat. Demi Lovato),Christina Aguilera,57,Liberation,Sexy Soul 2020,r&b,neo soul,0.39,0.631,9,-4.701,0,0.0769,0.209,0.0,0.277,0.197,123.042,2018,248.54
Slow Dance,Kelly Clarkson,46,Meaning Of Life,Sexy Soul 2020,r&b,neo soul,0.398,0.471,8,-8.137,1,0.077,0.191,0.0,0.413,0.431,187.746,2017,220.2
Heart Like A Wheel,Eric Church,56,Desperate Man,Sexy Soul 2020,r&b,neo soul,0.506,0.441,2,-7.911,1,0.0506,0.542,0.000537,0.109,0.507,198.814,2018,195.55
Numb,Max Jury,1,Max Jury,Sexy Soul 2020,r&b,neo soul,0.669,0.487,7,-6.317,1,0.0323,0.114,0.00739,0.268,0.186,116.987,2016,250.41
Infinite Ammo,Le Castle Vania,46,Payday,Electro House 2020,edm,electro house,0.597,0.96,7,-1.94,0,0.0627,9.38e-05,0.89,0.325,0.144,127.016,2015,232.64
WOW,Tiësto,10,WOW,Electro House 2020,edm,electro house,0.601,0.99,6,-3.016,1,0.337,0.00116,0.52,0.124,0.192,127.958,2018,148.12
Threnody - Bombs Away Remix,Naeleck,50,Threnody,Electro House 2020,edm,electro house,0.836,0.926,2,-3.728,1,0.0495,0.000389,0.32,0.203,0.148,127.977,2016,247.31
Loudness War,Fukkk Offf,33,Loudness War,Electro House 2020,edm,electro house,0.843,0.844,2,-4.779,1,0.0749,0.000609,0.166,0.0458,0.727,127.98,2019,285.0
Deja Vu,Wolfgang Gartner,36,Medicine,Electro House 2020,edm,electro house,0.662,0.665,3,-5.689,0,0.18,0.000519,0.0515,0.118,0.332,127.936,2018,210.23
Game Time (feat. Ninja),3LAU,51,Game Time (feat. Ninja),Electro House 2020,edm,electro house,0.534,0.957,1,-4.025,1,0.0455,8.05e-05,0.758,0.266,0.52,95.046,2018,156.63
Rave,SOVTH,25,Rave,Electro House 2020,edm,electro house,0.786,0.955,5,-6.369,0,0.0606,0.000906,0.849,0.396,0.745,125.996,2019,200.02
Outlaw,Bassjackers,38,The Biggest,Electro House 2020,edm,electro house,0.674,0.881,1,-4.15,0,0.0573,0.00792,0.576,0.127,0.0475,104.962,2019,184.72
Bang,RICCI,59,Bang,Electro House 2020,edm,electro house,0.876,0.824,1,-6.292,1,0.101,0.11,0.739,0.0828,0.725,123.007,2019,176.0
My Shit Bang,Awnix & Toobaï,30,My Shit Bang,Electro House 2020,edm,electro house,0.941,0.944,6,-4.094,1,0.235,0.00419,0.0215,0.0896,0.573,124.042,2019,196.09
Get Away (feat. Rama Duke),Breathe Carolina,53,Get Away (feat. Rama Duke),Electro House 2020,edm,electro house,0.516,0.958,0,-1.802,0,0.0698,0.00323,8.65e-05,0.315,0.538,126.039,2019,126.19
Virtual Gaming,Naeleck,37,Virtual Gaming,Electro House 2020,edm,electro house,0.658,0.97,9,-1.262,1,0.0527,0.000374,0.56,0.0884,0.192,128.039,2020,228.75
2020 - Radio Edit,Chris Burke,30,2020,Electro House 2020,edm,electro house,0.569,0.974,5,-4.825,0,0.0435,0.00575,0.962,0.232,0.0683,130.039,2019,144.08
I Want to Know,Divite,42,I Want to Know,Electro House 2020,edm,electro house,0.558,0.755,10,-4.509,1,0.0509,0.0755,0.00432,0.189,0.287,127.939,2019,206.25
Flowers - RudeLies Remix,Jacob Tillberg,52,Flowers (RudeLies Remix),Electro House 2020,edm,electro house,0.655,0.899,11,-2.314,0,0.0372,0.00273,3.76e-05,0.34,0.707,126.021,2019,175.24
Special,Kevlah,38,Special,Electro House 2020,edm,electro house,0.595,0.502,10,-13.756,1,0.131,0.347,0.0,0.121,0.288,154.926,2019,191.0
What to Do,GLDN,53,What to Do,Electro House 2020,edm,electro house,0.705,0.632,5,-3.561,1,0.0375,0.197,4.64e-06,0.158,0.502,99.957,2019,167.14
Dancing,Wolvero,32,Reflections EP,Electro House 2020,edm,electro house,0.765,0.782,5,-4.852,0,0.116,0.0125,0.857,0.0737,0.733,125.032,2019,251.86
Damn Daniel - Radio Mix,Bombs Away,39,Damn Daniel (Bombs Away Remix),Electro House 2020,edm,electro house,0.71,0.964,1,-1.257,0,0.0502,0.0314,0.0145,0.294,0.72,128.068,2016,163.0
Carry On,F.O.O.L,36,Carry On,Electro House 2020,edm,electro house,0.74,0.641,5,-4.199,0,0.0336,0.0117,0.405,0.358,0.601,128.026,2019,277.51
425,Friz,28,425,Electro House 2020,edm,electro house,0.852,0.463,7,-8.399,1,0.0694,0.00388,0.764,0.133,0.479,126.992,2019,247.28
Ocean (feat. Khalid) - David Guetta Remix,Martin Garrix,64,Ocean (feat. Khalid) [David Guetta Remix],Electro House 2020,edm,electro house,0.609,0.824,0,-8.251,0,0.0795,0.0913,2.88e-05,0.134,0.36,127.072,2018,195.83
Young Ones - RudeLies Remix,Avenza,52,Young Ones (RudeLies Remix) [feat. Johnning],Electro House 2020,edm,electro house,0.661,0.943,4,-2.52,0,0.0392,0.0188,0.000231,0.272,0.71,128.16,2019,198.28
Waiting For Love,Brooks,60,Waiting For Love,Electro House 2020,edm,electro house,0.57,0.836,10,-4.414,0,0.0706,0.00334,0.000469,0.0909,0.712,127.917,2019,157.5
Promises - David Guetta Remix,Calvin Harris,8,Promises (David Guetta Remix),Electro House 2020,edm,electro house,0.588,0.697,3,-4.744,0,0.0372,0.186,0.000219,0.103,0.225,125.157,2018,190.42
De bara jag här,Nørd,25,Ensam,Electro House 2020,edm,electro house,0.81,0.634,8,-7.859,1,0.0639,0.00924,0.848,0.118,0.505,120.002,2019,231.5
Lost In Japan - Remix,Shawn Mendes,75,Lost In Japan (Remix),Electro House 2020,edm,electro house,0.706,0.855,10,-5.377,1,0.215,0.0911,0.0,0.347,0.293,107.184,2018,201.25
Promisers,Stone Forte,23,Promisers,Electro House 2020,edm,electro house,0.641,0.734,2,-8.714,1,0.0436,0.00222,0.248,0.0966,0.157,150.024,2019,236.8
Bang Your Head - Naeleck & KATFYR Remix,Fukkk Offf,52,Bang Your Head,Electro House 2020,edm,electro house,0.679,0.969,2,-1.79,1,0.0745,0.012,0.72,0.0529,0.212,130.017,2018,180.92
Steppin' Forward - Designer Drugs Remix,DJ Mykal,24,Xmas Weapons,Electro House 2020,edm,electro house,0.81,0.983,9,-1.979,1,0.237,0.00035,0.903,0.155,0.158,129.008,2017,229.3
Out of this,Teal Sky,21,Out of this,Electro House 2020,edm,electro house,0.774,0.521,7,-13.31,0,0.056,0.145,0.382,0.114,0.537,122.991,2019,247.22
Get Wkd,Sesco,24,Get Wkd,Electro House 2020,edm,electro house,0.646,0.98,4,-2.341,0,0.0941,0.00087,0.644,0.656,0.406,130.009,2019,228.92
Threnody,Naeleck,25,Threnody,Electro House 2020,edm,electro house,0.71,0.751,2,-4.455,1,0.0646,0.000119,0.892,0.102,0.311,128.016,2016,243.81
One Kiss (with Dua Lipa) - Oliver Heldens Remix,Calvin Harris,66,One Kiss (with Dua Lipa) [Remixes],Electro House 2020,edm,electro house,0.717,0.752,0,-6.933,1,0.065,0.251,0.000468,0.0802,0.14,123.97,2018,281.27
Say It - Illenium Remix,Flume,52,Skin (The Remixes),Electro House 2020,edm,electro house,0.482,0.769,6,-4.473,1,0.0549,0.0343,0.00498,0.0953,0.427,149.69,2017,267.2
Take A Sip - Dodge & Fuski Remix,Naeleck,49,Take A Sip Remixes,Electro House 2020,edm,electro house,0.617,0.986,4,-1.844,1,0.484,0.0048,0.000831,0.559,0.602,150.04,2019,173.6
Gravity,Depdramez,30,Halloween Weapons,Electro House 2020,edm,electro house,0.709,0.933,11,-5.117,1,0.167,0.000688,0.271,0.245,0.133,127.993,2018,219.38
FRIENDS - R3hab Remix,Marshmello,62,FRIENDS (R3hab Remix),Electro House 2020,edm,electro house,0.545,0.814,9,-4.398,0,0.0409,0.028,0.0,0.0969,0.696,104.93,2018,157.14
Violence - Teo Moss Remix,Naeleck,24,Halloween Weapons,Electro House 2020,edm,electro house,0.639,0.717,0,-5.479,1,0.18,0.00136,0.0404,0.523,0.272,128.012,2018,281.25
Sunny,Robert Falcon,48,Sunny,Electro House 2020,edm,electro house,0.712,0.806,0,-4.202,1,0.252,0.00765,5.05e-06,0.146,0.64,126.018,2020,169.25
Tiger,NoiseMakers,27,Xmas Weapons,Electro House 2020,edm,electro house,0.626,0.989,11,-3.647,0,0.0673,4.44e-05,0.0672,0.27,0.437,127.999,2017,224.3
Purgatory,Ryllz,42,Purgatory,Electro House 2020,edm,electro house,0.698,0.895,10,-5.062,0,0.369,0.152,0.569,0.32,0.654,180.027,2019,178.67
Don't Let Me Down - Illenium Remix,The Chainsmokers,64,Don't Let Me Down (Remixes),Electro House 2020,edm,electro house,0.428,0.656,11,-3.712,1,0.075,0.0751,0.181,0.15,0.355,79.648,2016,218.93
Sun In Our Eyes - Don Diablo Remix,MØ,58,Sun In Our Eyes (Don Diablo Remix),Electro House 2020,edm,electro house,0.699,0.861,4,-3.09,0,0.173,0.0589,2.64e-06,0.0794,0.315,125.942,2018,206.45
Bang,Top $helf,27,Bang,Electro House 2020,edm,electro house,0.867,0.922,10,-4.597,0,0.12,0.0209,0.389,0.461,0.159,135.056,2020,206.22
Issues - Alan Walker Remix,Julia Michaels,64,Issues (Alan Walker Remix),Electro House 2020,edm,electro house,0.756,0.772,8,-4.379,1,0.0509,0.142,8.21e-06,0.0993,0.628,113.944,2017,181.0
The Universe Is Yours (feat. Micah Martin),ARMNHMR,48,The Universe Is Yours (feat. Micah Martin),Electro House 2020,edm,electro house,0.319,0.902,8,-2.703,0,0.065,0.0486,0.0,0.307,0.225,152.019,2019,194.21
The Violence - Sikdope Remix,Asking Alexandria,51,The Violence (Sikdope Remix),Electro House 2020,edm,electro house,0.578,0.962,8,-2.645,1,0.0511,0.00629,0.0403,0.276,0.0335,150.059,2019,185.6
Let The Bass,Sesco,25,Get Wkd,Electro House 2020,edm,electro house,0.738,0.974,1,-3.247,1,0.0906,0.000238,0.667,0.0826,0.265,128.044,2019,225.0
Lil' Death,Carbon Kevlar,30,Xmas Weapons,Electro House 2020,edm,electro house,0.631,0.879,5,-3.275,1,0.0398,6.89e-05,0.887,0.169,0.157,108.956,2017,266.36
Bang Your Head - Belzebass Remix,Fukkk Offf,26,Bang Your Head,Electro House 2020,edm,electro house,0.69,0.668,7,-3.702,1,0.101,0.00363,0.33,0.0768,0.43,110.972,2018,211.9
Grimey,Tony Romera,25,Grimey,Electro House 2020,edm,electro house,0.639,0.911,7,-4.257,1,0.216,0.041,0.0103,0.707,0.366,114.971,2019,146.09
Hands Tied Down - Luhv & Friz Remix,Zuma.,27,Hands Tied Down (Luhv & Friz Remix),Electro House 2020,edm,electro house,0.883,0.725,5,-5.977,0,0.0953,0.106,0.311,0.089,0.584,127.98,2019,277.4
What You Wanted,The Keymakers,32,Spectra,Electro House 2020,edm,electro house,0.777,0.69,11,-5.905,1,0.0412,0.0252,0.00188,0.133,0.465,119.944,2019,261.83
Funeral March - Original Mix,Black Tiger Sex Machine,26,Funeral March,Electro House 2020,edm,electro house,0.457,0.892,9,-5.628,0,0.0511,0.00271,0.852,0.102,0.217,180.068,2015,248.1
Congratulations - Don Diablo VIP Mix,Don Diablo,51,Congratulations (Don Diablo VIP Mix),Electro House Top Tracks,edm,electro house,0.818,0.879,7,-4.677,0,0.205,0.0912,0.00561,0.14,0.256,123.98,2020,195.48
Hold On (feat. Michel Zitron),Martin Garrix,75,Hold On (feat. Michel Zitron),Electro House Top Tracks,edm,electro house,0.422,0.711,2,-4.809,0,0.0385,0.0176,0.0,0.559,0.321,128.066,2019,244.45
On & On,Alok,79,On & On,Electro House Top Tracks,edm,electro house,0.747,0.776,10,-5.898,0,0.0722,0.0233,1.38e-05,0.761,0.67,125.07,2019,147.03
Make You Mine (feat. Moa Lisa),Mike Williams,49,Make You Mine (feat. Moa Lisa),Electro House Top Tracks,edm,electro house,0.72,0.781,6,-4.975,0,0.0569,0.0171,1.78e-06,0.215,0.349,126.004,2020,213.33
Sweater Weather,Gaullin,69,Sweater Weather,Electro House Top Tracks,edm,electro house,0.57,0.873,5,-5.188,0,0.07,0.00853,0.0,0.365,0.236,125.086,2019,171.13
I Will Let You Down (feat. KLARA),Madison Mars,59,I Will Let You Down (feat. KLARA),Electro House Top Tracks,edm,electro house,0.608,0.918,0,-1.137,0,0.0684,0.199,0.0,0.309,0.422,126.022,2019,182.0
Young Money,DubVision,61,Young Money,Electro House Top Tracks,edm,electro house,0.661,0.979,1,-4.401,0,0.0812,0.00665,0.234,0.0837,0.683,125.981,2019,152.38
Good Thing (feat. Kehlani) - Marc Benjamin Remix,Zedd,50,Good Thing (with Kehlani) [Remixes],Electro House Top Tracks,edm,electro house,0.494,0.817,1,-7.631,0,0.175,0.105,0.00217,0.207,0.187,127.915,2020,225.0
Long Way Home,Tritonal,50,Long Way Home,Electro House Top Tracks,edm,electro house,0.511,0.795,6,-3.901,0,0.0509,0.0461,0.0,0.138,0.415,129.855,2020,214.15
Alone (feat. Anjulie & Jeffrey Jey) - Club Mix,Marnik,57,Alone (feat. Anjulie & Jeffrey Jey) [Club Mix],Electro House Top Tracks,edm,electro house,0.56,0.934,11,-2.984,1,0.0378,0.00457,3.11e-06,0.297,0.325,134.004,2020,201.04
Unlove You (feat. Ne-Yo) - Club Mix,Armin van Buuren,43,Unlove You (feat. Ne-Yo) [Club Mix],Electro House Top Tracks,edm,electro house,0.498,0.916,6,-3.97,1,0.088,0.0054,8.07e-05,0.111,0.302,127.786,2019,161.95
Menage A Trois - Ellipso Remix,LIZOT,48,Menage A Trois (Ellipso Remix),Electro House Top Tracks,edm,electro house,0.598,0.858,10,-4.971,0,0.102,0.0562,0.0264,0.324,0.293,128.011,2020,151.88
How It Goes,Pharien,45,How It Goes,Electro House Top Tracks,edm,electro house,0.618,0.905,2,-2.961,1,0.0497,0.242,0.0196,0.318,0.287,126.052,2020,188.58
Something Like That,Mike Candys,35,Something Like That,Electro House Top Tracks,edm,electro house,0.722,0.922,4,-4.243,0,0.124,0.161,0.826,0.438,0.297,125.07,2019,164.16
Catching Fire,Ryos,44,Catching Fire,Electro House Top Tracks,edm,electro house,0.63,0.906,3,-4.877,0,0.155,0.0776,2.09e-06,0.175,0.343,128.096,2020,204.38
